Word1,Word2,Head,Order_Candidates
비커,명필가,1,"[('비엉필가', [0, 1, 4, 1, 0, 1]), ('비커필가', [0, 1, 9, 1, 0, 0]), ('빙필가', [1, 0, 5, 0, 0, 1]), ('비필가', [1, 0, 6, 0, 0, 0]), ('비킬가', [1, 0, 6, 0, 0, 1])]"
쌍둥이,사령탑,1,"[('쌍령탑', [0, 0, 6, 1, 0, 0]), ('쌍뎡탑', [0, 0, 6, 1, 0, 1]), ('쌍둥탑', [0, 0, 7, 2, 1, 0]), ('싸령탑', [0, 0, 7, 2, 1, 1]), ('쌍덩탑', [0, 0, 7, 2, 1, 1])]"
검거망,나트륨,1,"[('검거륨', [1, 0, 7, 0, 0, 0]), ('검트륨', [1, 0, 7, 0, 0, 0]), ('검그륨', [1, 0, 7, 0, 0, 1]), ('거트륨', [1, 0, 8, 0, 0, 0]), ('거으륨', [1, 0, 9, 0, 0, 1])]"
컬러,겉넓이,1,"[('컬러이', [0, 0, 7, 2, 1, 0]), ('컬리', [0, 1, 7, 1, 0, 1]), ('커이', [0, 1, 9, 1, 0, 1])]"
올챙이,견직물,1,"[('올체직물', [0, 1, 6, 1, 0, 1]), ('올직물', [1, 0, 8, 0, 0, 0]), ('올칙물', [1, 0, 8, 0, 0, 1]), ('올첵물', [1, 0, 8, 0, 0, 1]), ('올쳉물', [1, 0, 8, 0, 0, 1])]"
답변,초읽기,1,"[('답볅기', [1, 0, 4, 0, 0, 1]), ('답벼기', [1, 0, 5, 0, 0, 1]), ('답빍기', [1, 0, 5, 0, 0, 1]), ('답변기', [1, 0, 6, 0, 0, 0]), ('다읽기', [1, 0, 7, 0, 0, 1])]"
섣달,신뢰성,1,"[('섣뒈성', [0, 0, 6, 1, 0, 1]), ('섣뤠성', [0, 0, 6, 1, 0, 1]), ('선뤠성', [0, 0, 6, 1, 0, 2]), ('섣데성', [0, 0, 7, 1, 0, 1]), ('섣다성', [0, 0, 7, 1, 0, 1])]"
지탱,캐릭터,1,"[('지릭터', [0, 0, 5, 1, 0, 0]), ('지틱터', [0, 0, 5, 1, 0, 1]), ('지텍터', [1, 0, 5, 0, 0, 1]), ('지익터', [1, 0, 6, 0, 0, 1]), ('지테터', [1, 0, 6, 0, 0, 1])]"
간결성,그물주머니,1,"[('간결주머니', [0, 0, 8, 1, 0, 0]), ('간귤주머니', [0, 0, 8, 1, 0, 1]), ('간결수머니', [0, 0, 8, 1, 0, 1]), ('간결서머니', [0, 0, 8, 2, 1, 1]), ('간물주머니', [0, 0, 9, 1, 0, 0])]"
결초보은,웬일,1,"[('결칠', [1, 0, 8, 0, 0, 1]), ('겨일', [1, 0, 10, 0, 0, 1]), ('결초빌', [1, 1, 6, 0, 0, 1]), ('결초일', [1, 1, 7, 0, 0, 0]), ('결초보일', [1, 2, 5, 0, 0, 0])]"
가랑비,꿀단지,1,"[('갈단지', [1, 0, 7, 0, 0, 1]), ('가랑지', [1, 0, 8, 0, 0, 0]), ('가단지', [1, 0, 8, 0, 0, 0]), ('가란지', [1, 0, 8, 0, 0, 1]), ('가안지', [1, 0, 9, 0, 0, 1])]"
숄더백,주춧돌,1,"[('숄춧돌', [1, 0, 7, 0, 0, 0]), ('숄둣돌', [1, 0, 7, 0, 0, 1]), ('숄덧돌', [1, 0, 7, 0, 0, 1]), ('숄더돌', [1, 0, 8, 0, 0, 0]), ('슈춧돌', [1, 0, 8, 0, 0, 1])]"
머리숱,쪼끔,1,"[('머끔', [1, 0, 7, 0, 0, 0]), ('머쪼끔', [1, 1, 5, 0, 0, 0]), ('머리끔', [1, 1, 5, 0, 0, 0]), ('머로끔', [1, 1, 5, 0, 0, 1]), ('머오끔', [1, 1, 6, 0, 0, 1])]"
고용살이,녹용,1,"[('고용', [0, 0, 6, 2, 1, 0])]"
별말씀,우윳빛,1,"[('별말빛', [0, 0, 7, 1, 0, 0]), ('별맛빛', [0, 0, 7, 1, 0, 1]), ('별뭇빛', [0, 0, 7, 1, 0, 1]), ('별마빛', [0, 0, 8, 1, 0, 1]), ('벼웃빛', [0, 0, 9, 1, 0, 2])]"
곧은길,가시방석,1,"[('곧시방석', [0, 0, 7, 1, 0, 0]), ('고시방석', [0, 0, 8, 1, 0, 1]), ('고이방석', [0, 0, 9, 1, 0, 2]), ('곧가시방석', [0, 1, 5, 1, 0, 0]), ('고가시방석', [0, 1, 6, 1, 0, 1])]"
개방적,길잡이,1,"[('게방지', [0, 0, 8, 1, 0, 2]), ('게바이', [0, 0, 10, 1, 0, 2]), ('게방저이', [0, 1, 7, 1, 0, 2]), ('게비', [0, 1, 11, 1, 0, 2]), ('게이', [0, 1, 12, 1, 0, 1])]"
최솟값,감소,1,"[('췌소', [0, 0, 5, 2, 0, 1]), ('췌삼소', [0, 1, 6, 1, 0, 2]), ('췌솟소', [0, 1, 6, 2, 0, 1]), ('췌솜소', [0, 1, 6, 2, 0, 2]), ('췌소소', [0, 1, 7, 2, 0, 1])]"
뾰루지,목화씨,1,"[('뾰루씨', [1, 0, 8, 0, 0, 0]), ('뾰라씨', [1, 0, 8, 0, 0, 1]), ('뾰아씨', [1, 0, 9, 0, 0, 1]), ('뾰루자씨', [1, 1, 6, 0, 0, 1]), ('뾰루아씨', [1, 1, 7, 0, 0, 1])]"
닿소리,콤파스,1,"[('닿소스', [1, 0, 7, 0, 0, 0]), ('닿파스', [1, 0, 7, 0, 0, 0]), ('담파스', [1, 0, 7, 0, 0, 1]), ('닿사스', [1, 0, 7, 0, 0, 1]), ('다파스', [1, 0, 8, 0, 0, 1])]"
타임캡슐,흑설탕,1,"[('탁설탕', [1, 0, 11, 0, 0, 1]), ('타설탕', [1, 0, 12, 0, 0, 0]), ('타임탕', [1, 0, 13, 0, 0, 0]), ('타얼탕', [1, 0, 13, 0, 0, 1]), ('타일탕', [1, 0, 13, 0, 0, 1])]"
샌드위치,상흔,1,"[('셍흔', [0, 0, 9, 2, 1, 1]), ('센흔', [0, 0, 9, 2, 1, 1]), ('세흔', [0, 0, 10, 1, 0, 1]), ('센상흔', [0, 1, 6, 1, 0, 1]), ('센당흔', [0, 1, 6, 1, 0, 2])]"
컨테이너,부친상,1,"[('컨친상', [1, 0, 7, 0, 0, 0]), ('컨틴상', [1, 0, 7, 0, 0, 1]), ('컨텐상', [1, 0, 7, 0, 0, 1]), ('컨테상', [1, 0, 8, 0, 0, 0]), ('커친상', [1, 0, 8, 0, 0, 1])]"
햇병아리,앞여밈,1,"[('헷병밈', [1, 0, 7, 0, 0, 1]), ('헷벼밈', [1, 0, 8, 0, 0, 2]), ('헷버밈', [1, 0, 9, 0, 0, 2]), ('헤여밈', [1, 0, 10, 0, 0, 1]), ('헤어밈', [1, 0, 11, 0, 0, 2])]"
엠티,어슷썰기,1,"[('엠슷썰기', [1, 0, 3, 0, 0, 0]), ('엠틋썰기', [1, 0, 3, 0, 0, 1]), ('엠티썰기', [1, 0, 9, 0, 0, 0]), ('엠티얼기', [1, 0, 9, 0, 0, 1]), ('엠팃썰기', [1, 0, 9, 0, 0, 1])]"
인스턴트식품,드링크,1,"[('인드링크', [0, 1, 13, 1, 0, 0]), ('인스링크', [0, 1, 13, 1, 0, 0]), ('인스턴크', [0, 1, 13, 1, 0, 0]), ('인스팅크', [0, 1, 13, 1, 0, 1]), ('인스텅크', [0, 1, 13, 1, 0, 1])]"
공람,둔부,1,"[('공부', [1, 0, 6, 0, 0, 0]), ('곤부', [1, 0, 6, 0, 0, 1]), ('고부', [1, 0, 7, 0, 0, 1]), ('공둔부', [1, 1, 3, 0, 0, 0]), ('공룬부', [1, 1, 3, 0, 0, 1])]"
쐐기,고리대금업,1,"[('쒜기업', [1, 2, 11, 0, 0, 1]), ('쒜겁', [1, 3, 10, 0, 0, 2]), ('쒜업', [1, 3, 11, 0, 0, 1])]"
괘씸죄,부지깽이,1,"[('궤씸지', [1, 1, 9, 0, 0, 1]), ('궤씨이', [1, 1, 11, 0, 0, 2]), ('궤씨', [1, 2, 8, 0, 0, 2]), ('궤이', [1, 2, 13, 0, 0, 1])]"
강제력,비읍,1,"[('강즙', [1, 0, 7, 0, 0, 1]), ('가읍', [1, 0, 9, 0, 0, 1]), ('강제릅', [1, 1, 5, 0, 0, 1]), ('강비읍', [1, 1, 6, 0, 0, 0]), ('강제읍', [1, 1, 6, 0, 0, 0])]"
넌더리,엊그제,1,"[('넌그제', [1, 0, 6, 0, 0, 0]), ('넌더제', [1, 0, 6, 0, 0, 0]), ('넌드제', [1, 0, 6, 0, 0, 1]), ('넞그제', [1, 0, 6, 0, 0, 1]), ('너그제', [1, 0, 7, 0, 0, 1])]"
쑥대밭,먹잇감,1,"[('쑥딧감', [0, 0, 7, 1, 0, 1]), ('쑥뎃감', [0, 0, 7, 1, 0, 1]), ('쑥데감', [0, 0, 8, 2, 1, 1]), ('쑥데빗감', [0, 1, 5, 1, 0, 2]), ('쑥데밧감', [0, 1, 5, 2, 1, 2])]"
왼손,밧데리,1,"[('웬데리', [0, 0, 6, 1, 0, 1]), ('웻데리', [0, 0, 6, 1, 0, 1]), ('웬세리', [0, 0, 6, 1, 0, 2]), ('웬소리', [1, 0, 6, 0, 0, 2]), ('웬손리', [1, 0, 7, 0, 0, 1])]"
홈런,대접전,1,"[('호접전', [0, 0, 6, 2, 0, 1]), ('홈러전', [0, 0, 6, 2, 0, 1]), ('홈데접전', [0, 1, 3, 1, 0, 1]), ('홈러접전', [0, 1, 3, 1, 0, 1]), ('홈레접전', [0, 1, 3, 1, 0, 1])]"
다큐멘터리,밴드,1,"[('단드', [1, 0, 12, 0, 0, 1]), ('다드', [1, 0, 13, 0, 0, 0]), ('다큔드', [1, 1, 9, 0, 0, 1]), ('다큐드', [1, 1, 10, 0, 0, 0]), ('다벤드', [1, 1, 10, 0, 0, 1])]"
낙관론,개교기념일,1,"[('낙관로일', [1, 1, 12, 0, 0, 1]), ('낙관릴', [1, 2, 13, 0, 0, 1]), ('낙과일', [1, 2, 15, 0, 0, 1]), ('낙귈', [1, 3, 16, 0, 0, 1]), ('낙길', [1, 3, 17, 0, 0, 1])]"
손아랫사람,쾌거,1,"[('손거', [1, 0, 12, 0, 0, 0]), ('소거', [1, 0, 13, 0, 0, 1]), ('손퀘거', [1, 1, 9, 0, 0, 1]), ('소퀘거', [1, 1, 10, 0, 0, 2]), ('소웨거', [1, 1, 11, 0, 0, 2])]"
너와집,베개,1,"[('너게', [1, 0, 7, 0, 0, 1]), ('너베게', [1, 1, 5, 0, 0, 1]), ('너와게', [1, 1, 5, 0, 0, 1]), ('너웨게', [1, 1, 5, 0, 0, 2]), ('너에게', [1, 1, 6, 0, 0, 2])]"
간섭,네거리,1,"[('가거리', [0, 0, 6, 1, 0, 1]), ('간거리', [1, 0, 5, 0, 0, 0]), ('간서리', [1, 0, 5, 0, 0, 1]), ('간섭리', [1, 0, 6, 0, 0, 0]), ('가어리', [1, 0, 7, 0, 0, 2])]"
귓바퀴,뙈기밭,1,"[('귓바밭', [0, 0, 8, 1, 0, 0]), ('귓기밭', [0, 0, 8, 1, 0, 0]), ('귓비밭', [0, 0, 8, 1, 0, 1]), ('궤기밭', [0, 0, 9, 1, 0, 1]), ('귀기밭', [0, 0, 9, 1, 0, 1])]"
스펠링,공허,1,"[('승허', [1, 0, 8, 0, 0, 1]), ('스허', [1, 0, 9, 0, 0, 0]), ('스공허', [1, 1, 6, 0, 0, 0]), ('스펠허', [1, 1, 6, 0, 0, 0]), ('스퐁허', [1, 1, 6, 0, 0, 1])]"
김치냉장고,길바닥,1,"[('김치닥', [0, 0, 13, 2, 0, 0]), ('김바닥', [0, 0, 13, 2, 0, 0]), ('김차닥', [0, 0, 13, 2, 0, 1]), ('기바닥', [0, 0, 14, 2, 0, 1]), ('기아닥', [0, 0, 15, 2, 0, 2])]"
뒤뜰,지읒,1,"[('뒤뜾', [1, 0, 4, 0, 0, 1]), ('뒤읒', [1, 0, 5, 0, 0, 0]), ('뒤지읒', [1, 1, 3, 0, 0, 0]), ('뒤뜨읒', [1, 1, 3, 0, 0, 1]), ('뒤띠읒', [1, 1, 3, 0, 0, 1])]"
강기슭,가지치기,1,"[('강지치기', [0, 0, 7, 2, 0, 0]), ('강기치기', [0, 0, 7, 2, 0, 0]), ('강기시기', [0, 0, 7, 2, 0, 1]), ('강기스기', [0, 0, 7, 2, 0, 1]), ('강기슭기', [0, 0, 8, 2, 0, 0])]"
긴소매,벼락치기,1,"[('긴락치기', [1, 0, 7, 0, 0, 0]), ('긴속치기', [1, 0, 7, 0, 0, 1]), ('긴삭치기', [1, 0, 7, 0, 0, 1]), ('기락치기', [1, 0, 8, 0, 0, 0]), ('긴소치기', [1, 0, 8, 0, 0, 0])]"
매운맛,모르핀,1,"[('메운핀', [0, 0, 7, 1, 0, 1]), ('메르핀', [0, 0, 7, 1, 0, 1]), ('메으핀', [0, 0, 8, 1, 0, 2]), ('메우핀', [0, 0, 8, 1, 0, 2]), ('메운르핀', [0, 1, 5, 1, 0, 1])]"
텍스트,공공복리,1,"[('텍공복리', [1, 0, 7, 0, 0, 0]), ('텍승복리', [1, 0, 7, 0, 0, 1]), ('텡공복리', [1, 0, 7, 0, 0, 1]), ('텍송복리', [1, 0, 7, 0, 0, 1]), ('텍스복리', [1, 0, 8, 0, 0, 0])]"
각기둥,억류,1,"[('각류', [1, 0, 7, 0, 0, 0]), ('가류', [1, 0, 8, 0, 0, 1]), ('각걱류', [1, 1, 4, 0, 0, 1]), ('각긱류', [1, 1, 4, 0, 0, 1]), ('각기류', [1, 1, 5, 0, 0, 0])]"
쉰내,셔츠,1,"[('쉰츠', [0, 0, 5, 1, 0, 0]), ('숴츠', [0, 0, 6, 1, 0, 1]), ('쉬츠', [0, 0, 6, 1, 0, 1]), ('쉰너츠', [0, 1, 3, 1, 0, 1]), ('쉰네츠', [0, 1, 5, 1, 0, 1])]"
기함,쌍디귿,1,"[('깅디귿', [0, 0, 5, 1, 0, 1]), ('기하이귿', [0, 1, 5, 1, 0, 2]), ('기디귿', [1, 0, 6, 0, 0, 0]), ('기하귿', [1, 0, 6, 0, 0, 1]), ('기히귿', [1, 0, 6, 0, 0, 1])]"
조깅,품삯,1,"[('좀삯', [1, 0, 5, 0, 0, 1]), ('조삯', [1, 0, 6, 0, 0, 0]), ('조품삯', [1, 1, 3, 0, 0, 0]), ('조굼삯', [1, 1, 3, 0, 0, 1]), ('조김삯', [1, 1, 3, 0, 0, 1])]"
고춧가루,모뎀,1,"[('고뎀', [0, 0, 9, 1, 0, 0]), ('고춧뎀', [0, 1, 6, 1, 0, 0]), ('고모뎀', [0, 1, 7, 1, 0, 0]), ('고추뎀', [0, 1, 7, 1, 0, 1]), ('고초뎀', [0, 1, 7, 1, 0, 1])]"
가스총,대성황,1,"[('가성황', [0, 0, 7, 1, 0, 0]), ('가승황', [0, 0, 7, 1, 0, 1]), ('가스황', [0, 0, 8, 1, 0, 0]), ('가스총황', [0, 1, 4, 1, 0, 0]), ('가스성황', [0, 1, 5, 1, 0, 0])]"
금융,판넬,1,"[('금넬', [1, 0, 6, 0, 0, 0]), ('근넬', [1, 0, 6, 0, 0, 1]), ('그넬', [1, 0, 7, 0, 0, 1]), ('금판넬', [1, 1, 3, 0, 0, 0]), ('그판넬', [1, 1, 4, 0, 0, 1])]"
겉멋,흠모,1,"[('겉모', [0, 0, 6, 1, 0, 0]), ('검모', [0, 0, 6, 1, 0, 1]), ('겉멈모', [0, 1, 3, 1, 0, 1]), ('겉믐모', [0, 1, 3, 1, 0, 1]), ('겉머모', [0, 1, 4, 1, 0, 1])]"
성의껏,강박증,1,"[('성박증', [0, 0, 7, 1, 0, 0]), ('성강박증', [0, 1, 4, 1, 0, 0]), ('성증', [0, 1, 10, 1, 0, 0]), ('서박증', [1, 0, 8, 0, 0, 1]), ('서악증', [1, 0, 9, 0, 0, 2])]"
검문,북측,1,"[('검측', [1, 0, 6, 0, 0, 0]), ('걱측', [1, 0, 6, 0, 0, 1]), ('거측', [1, 0, 7, 0, 0, 1]), ('검북측', [1, 1, 3, 0, 0, 0]), ('검묵측', [1, 1, 3, 0, 0, 1])]"
등긁이,감개,1,"[('등게', [0, 0, 7, 1, 0, 1]), ('듬게', [0, 0, 7, 1, 0, 2]), ('등감게', [0, 1, 4, 1, 0, 1]), ('등긁게', [0, 1, 4, 1, 0, 1]), ('등금게', [0, 1, 4, 1, 0, 2])]"
반인륜,죔죔,1,"[('반쥄', [1, 0, 10, 0, 0, 1]), ('밤쥄', [1, 0, 10, 0, 0, 2]), ('바쥄', [1, 0, 11, 0, 0, 2]), ('바엠쥄', [1, 1, 9, 0, 0, 3])]"
넉살,간주곡,1,"[('넉주곡', [1, 0, 6, 0, 0, 0]), ('넌주곡', [1, 0, 6, 0, 0, 1]), ('넉수곡', [1, 0, 6, 0, 0, 1]), ('넉사곡', [1, 0, 6, 0, 0, 1]), ('너주곡', [1, 0, 7, 0, 0, 1])]"
백일홍,쇼윈도,1,"[('베윈도', [1, 0, 9, 0, 0, 1]), ('베인도', [1, 0, 10, 0, 0, 2]), ('베오윈도', [1, 1, 8, 0, 0, 2]), ('벤도', [1, 1, 11, 0, 0, 1]), ('벡도', [1, 1, 11, 0, 0, 1])]"
디엔에이,봄노래,1,"[('딤노레', [1, 0, 6, 0, 0, 2]), ('디엔레', [1, 0, 7, 0, 0, 1]), ('디노레', [1, 0, 7, 0, 0, 1]), ('디에레', [1, 0, 8, 0, 0, 1]), ('디오레', [1, 0, 8, 0, 0, 2])]"
잣죽,볍씨,1,"[('잣씨', [1, 0, 7, 0, 0, 0]), ('잡씨', [1, 0, 7, 0, 0, 1]), ('자씨', [1, 0, 8, 0, 0, 1]), ('잣볍씨', [1, 1, 3, 0, 0, 0]), ('잣졉씨', [1, 1, 3, 0, 0, 1])]"
뇌출혈,바퀴,1,[]
벼농사,나무뿌리,1,"[('벼농뿌리', [1, 0, 6, 0, 0, 0]), ('벼농수리', [1, 0, 6, 0, 0, 1]), ('벼무뿌리', [1, 0, 7, 0, 0, 0]), ('뱌무뿌리', [1, 0, 7, 0, 0, 1]), ('벼노뿌리', [1, 0, 7, 0, 0, 1])]"
가입서,경거망동,1,"[('강거망동', [0, 0, 7, 1, 0, 1]), ('가거망동', [0, 0, 8, 1, 0, 0]), ('가입망동', [0, 0, 8, 1, 0, 0]), ('가입상동', [0, 0, 8, 1, 0, 1]), ('가어망동', [0, 0, 9, 1, 0, 1])]"
강심제,개펄,1,"[('강펄', [0, 0, 7, 1, 0, 0]), ('가펄', [0, 0, 8, 1, 0, 1]), ('강심펄', [0, 1, 4, 1, 0, 0]), ('강세펄', [0, 1, 5, 1, 0, 1]), ('강게펄', [0, 1, 5, 1, 0, 1])]"
팥쥐,결혼기념일,1,"[('팥쥐일', [1, 2, 15, 0, 0, 0]), ('팥쥘', [1, 3, 13, 0, 0, 1]), ('팥질', [1, 3, 15, 0, 0, 1]), ('파일', [1, 3, 17, 0, 0, 1])]"
겸임,관광버스,1,"[('겨앙버스', [0, 0, 9, 1, 0, 2]), ('겸버스', [0, 1, 10, 1, 0, 0]), ('경버스', [0, 1, 10, 1, 0, 1]), ('걍버스', [0, 1, 10, 1, 0, 1]), ('겨버스', [0, 1, 11, 1, 0, 1])]"
첼로,거즈,1,"[('첼즈', [1, 0, 4, 0, 0, 0]), ('체즈', [1, 0, 5, 0, 0, 1]), ('첼거즈', [1, 1, 2, 0, 0, 0]), ('첼러즈', [1, 1, 2, 0, 0, 1]), ('체거즈', [1, 1, 3, 0, 0, 1])]"
게릴라전,괴롬,1,"[('게롬', [0, 0, 11, 1, 0, 0]), ('게릴롬', [0, 1, 8, 1, 0, 0]), ('게뤠롬', [0, 1, 8, 1, 0, 1]), ('게궤롬', [0, 1, 8, 1, 0, 1]), ('게웨롬', [0, 1, 9, 1, 0, 1])]"
요쯤,고압,1,"[('요짭', [0, 0, 4, 1, 0, 1]), ('요압', [0, 0, 5, 1, 0, 0]), ('요고압', [0, 1, 3, 1, 0, 0]), ('요쪼압', [0, 1, 3, 1, 0, 1]), ('요쯔압', [0, 1, 3, 1, 0, 1])]"
잠깐,살갗,1,"[('잠갗', [0, 0, 6, 2, 1, 0]), ('잘갗', [0, 0, 6, 2, 1, 1]), ('자갗', [0, 0, 7, 1, 0, 1]), ('잠살갗', [0, 1, 3, 2, 1, 0]), ('잠깔갗', [0, 1, 3, 2, 1, 1])]"
게이트볼,곱슬,1,"[('겝슬', [0, 0, 8, 2, 1, 1]), ('게슬', [0, 0, 9, 1, 0, 0]), ('게곱슬', [0, 1, 6, 1, 0, 0]), ('게입슬', [0, 1, 7, 1, 0, 1]), ('게옵슬', [0, 1, 7, 1, 0, 1])]"
텔레뱅킹,바닐라,1,"[('텔닐라', [1, 0, 10, 0, 0, 0]), ('텔렐라', [1, 0, 10, 0, 0, 1]), ('텔릴라', [1, 0, 10, 0, 0, 1]), ('텔레라', [1, 0, 11, 0, 0, 0]), ('테닐라', [1, 0, 11, 0, 0, 1])]"
힌트,가래,1,"[('힌레', [1, 0, 4, 0, 0, 1]), ('히레', [1, 0, 5, 0, 0, 2]), ('힌가레', [1, 1, 2, 0, 0, 1]), ('힌타레', [1, 1, 2, 0, 0, 2]), ('히가레', [1, 1, 3, 0, 0, 2])]"
구두끈,벙어리,1,"[('구두리', [1, 0, 7, 0, 0, 0]), ('구더리', [1, 0, 7, 0, 0, 1]), ('구어리', [1, 0, 8, 0, 0, 0]), ('구두꺼리', [1, 1, 5, 0, 0, 1]), ('구두끄리', [1, 1, 5, 0, 0, 1])]"
권좌,상륙,1,[]
텃세,그랑프리,1,"[('텃랑프리', [1, 0, 4, 0, 0, 0]), ('텃상프리', [1, 0, 4, 0, 0, 1]), ('터랑프리', [1, 0, 5, 0, 0, 1]), ('터앙프리', [1, 0, 6, 0, 0, 2]), ('텃세프리', [1, 0, 9, 0, 0, 0])]"
숨바꼭질,강도범,1,"[('숨바범', [0, 0, 11, 1, 0, 0]), ('숨바꼭범', [0, 1, 8, 1, 0, 0]), ('숨강도범', [0, 1, 8, 1, 0, 0]), ('숨방도범', [0, 1, 8, 1, 0, 1]), ('숨바도범', [0, 1, 9, 1, 0, 0])]"
강하,두메산골,1,"[('가메산골', [0, 0, 5, 1, 0, 1]), ('강하안골', [0, 0, 10, 1, 0, 1]), ('강메산골', [1, 0, 4, 0, 0, 0]), ('강헤산골', [1, 0, 4, 0, 0, 1]), ('가에산골', [1, 0, 6, 0, 0, 2])]"
채찍,덮개,1,"[('쳎게', [1, 0, 5, 0, 0, 2]), ('체게', [1, 0, 6, 0, 0, 2]), ('체덮게', [1, 1, 3, 0, 0, 2]), ('체쩦게', [1, 1, 3, 0, 0, 3]), ('체찦게', [1, 1, 3, 0, 0, 3])]"
디스켓,무혈,1,"[('디혈', [1, 0, 7, 0, 0, 0]), ('디무혈', [1, 1, 5, 0, 0, 0]), ('디스혈', [1, 1, 5, 0, 0, 0]), ('디수혈', [1, 1, 5, 0, 0, 1]), ('디우혈', [1, 1, 6, 0, 0, 1])]"
손뼉,기쁨,1,"[('손쁨', [1, 0, 6, 0, 0, 0]), ('소쁨', [1, 0, 7, 0, 0, 1]), ('손뼈쁨', [1, 1, 3, 0, 0, 1]), ('손기쁨', [1, 1, 4, 0, 0, 0]), ('손삐쁨', [1, 1, 4, 0, 0, 1])]"
관직명,간담,1,"[('관담', [0, 0, 10, 1, 0, 0]), ('과담', [0, 0, 11, 1, 0, 1]), ('관직담', [0, 1, 7, 1, 0, 0]), ('관간담', [0, 1, 7, 1, 0, 0]), ('관진담', [0, 1, 7, 1, 0, 1])]"
어둠,가락엿,1,"[('어두엿', [1, 0, 6, 0, 0, 1]), ('어뎟', [1, 1, 7, 0, 0, 1])]"
가석방,명필,1,"[('강필', [1, 0, 9, 0, 0, 1]), ('가필', [1, 0, 10, 0, 0, 0]), ('가명필', [1, 1, 6, 0, 0, 0]), ('가셩필', [1, 1, 6, 0, 0, 1]), ('가석필', [1, 1, 7, 0, 0, 0])]"
각양각색,뙤약볕,1,"[('가볕', [0, 1, 16, 1, 0, 1]), ('가악볕', [1, 0, 14, 0, 0, 2]), ('각볕', [1, 1, 15, 0, 0, 0])]"
기독교,개론,1,"[('기론', [0, 0, 8, 2, 1, 0]), ('기독론', [0, 1, 5, 2, 1, 0]), ('기게론', [0, 1, 6, 1, 0, 1]), ('기데론', [0, 1, 6, 1, 0, 1]), ('기도론', [0, 1, 6, 2, 1, 1])]"
광복,헝가리어,1,"[('광가리어', [1, 0, 6, 0, 0, 0]), ('광보리어', [1, 0, 6, 0, 0, 1]), ('궝가리어', [1, 0, 6, 0, 0, 1]), ('광바리어', [1, 0, 6, 0, 0, 1]), ('과가리어', [1, 0, 7, 0, 0, 1])]"
버팀대,맹독,1,"[('버팀독', [0, 1, 5, 1, 0, 0]), ('버텡독', [0, 1, 5, 1, 0, 1]), ('버멩독', [0, 1, 5, 1, 0, 1]), ('버팅독', [0, 1, 5, 1, 0, 1]), ('버팀뎅독', [0, 2, 1, 1, 0, 1])]"
캄보디아,바캉스,1,"[('캄캉스', [0, 0, 7, 1, 0, 0]), ('캄봉스', [0, 0, 7, 2, 1, 1]), ('캄방스', [0, 0, 7, 2, 1, 1]), ('카캉스', [0, 0, 8, 1, 0, 1]), ('캄보스', [0, 0, 8, 2, 1, 0])]"
떡국,부챗살,1,"[('떡겟살', [1, 0, 5, 0, 0, 1]), ('떡굿살', [1, 0, 5, 0, 0, 1]), ('떡쳇살', [1, 0, 5, 0, 0, 1]), ('떡구살', [1, 0, 6, 0, 0, 1]), ('떠쳇살', [1, 0, 6, 0, 0, 2])]"
강습소,멜라닌,1,"[('강습닌', [1, 0, 7, 0, 0, 0]), ('강라닌', [1, 0, 8, 0, 0, 0]), ('강사닌', [1, 0, 8, 0, 0, 1]), ('강스닌', [1, 0, 8, 0, 0, 1]), ('갈라닌', [1, 0, 8, 0, 0, 1])]"
건의,앙갚음,1,"[('거음', [1, 1, 7, 0, 0, 1])]"
커리큘럼,화롯불,1,"[('커롯불', [1, 0, 12, 0, 0, 0]), ('커릿불', [1, 0, 12, 0, 0, 1]), ('커리불', [1, 0, 13, 0, 0, 0]), ('커옷불', [1, 0, 13, 0, 0, 1]), ('커화롯불', [1, 1, 9, 0, 0, 0])]"
원뜻,아줌마,1,"[('원줌마', [1, 0, 4, 0, 0, 0]), ('원뚬마', [1, 0, 4, 0, 0, 1]), ('원뜸마', [1, 0, 4, 0, 0, 1]), ('워줌마', [1, 0, 5, 0, 0, 1]), ('원뜨마', [1, 0, 5, 0, 0, 1])]"
젬병,어멈,1,"[('젬멈', [1, 0, 5, 0, 0, 0]), ('제멈', [1, 0, 6, 0, 0, 1]), ('젬벼멈', [1, 1, 2, 0, 0, 1]), ('젬버멈', [1, 1, 3, 0, 0, 1]), ('젬병멈', [1, 1, 4, 0, 0, 0])]"
뒷받침,강호,1,"[('뒷받호', [0, 1, 6, 1, 0, 0]), ('뒷강호', [0, 1, 6, 1, 0, 0]), ('뒷방호', [0, 1, 6, 1, 0, 1]), ('뒷바호', [0, 1, 7, 1, 0, 1]), ('뒷받강호', [0, 2, 3, 1, 0, 0])]"
기슭,디스코,1,"[('기스코', [0, 0, 5, 3, 0, 0]), ('기으코', [0, 0, 6, 1, 0, 1]), ('기슭코', [0, 0, 6, 3, 0, 0]), ('기디스코', [0, 1, 3, 1, 0, 0]), ('기시스코', [0, 1, 3, 2, 0, 1])]"
봄노래,국립묘지,1,"[('봄립묘지', [1, 0, 7, 0, 0, 0]), ('봄놉묘지', [1, 0, 7, 0, 0, 1]), ('봄닙묘지', [1, 0, 7, 0, 0, 1]), ('복립묘지', [1, 0, 7, 0, 0, 1]), ('봄노묘지', [1, 0, 8, 0, 0, 0])]"
